light_threshold,mean_accuracy,std_accuracy,mean_precision,mean_recall,mean_f1
0.495627142857143,0.991891891891892,0.010810810810810789,0.9863636363636363,1.0,0.9930499866345898
0.8523264285714288,0.991891891891892,0.00662024254806263,1.0,0.9858250276854928,0.9928277817150957
0.2833676530612245,0.972972972972973,0.012086853932431323,0.9553356619787359,1.0,0.9770589207002732
0.9823938775510206,0.972972972972973,0.012086853932431323,1.0,0.9527131782945736,0.9756607006925929
0.2442,0.9567567567567566,0.01986072764418794,0.9306744596753849,1.0,0.9638342335986119
1.0296338775510203,0.9540540540540541,0.02022517506364293,1.0,0.9197120708748615,0.9578119261046091
0.23903469387755105,0.9351351351351351,0.010112587531821444,0.8984774899784151,1.0,0.9464619026416778
1.0628357142857143,0.9351351351351351,0.024770679432193732,1.0,0.8868217054263565,0.939460339760782
0.23441265306122447,0.9162162162162162,0.01792770156948866,0.8729174989144595,1.0,0.9319583797844668
1.1556881632653062,0.918918918918919,0.030815552029706417,1.0,0.858471760797342,0.9229057749732856
0.2168,0.9027027027027026,0.023249527748763855,0.8557051282051281,1.0,0.9219559921442885
0.16327642857142857,0.8810810810810811,0.02477067943219372,0.8290746247216836,1.0,0.9062594140437943
1.17303306122449,0.9,0.038791081336236016,1.0,0.8252491694352159,0.9026159194700825
0.13753959183673473,0.8621621621621621,0.02162162162162163,0.8067909867909868,1.0,0.8928574930315296
1.1841551020408163,0.8810810810810811,0.032432432432432406,1.0,0.7920265780730897,0.8827283985066121
0.12472448979591837,0.8432432432432432,0.02648097019225059,0.786097804876355,1.0,0.8799440158838655
0.11280979591836734,0.827027027027027,0.0356510971845214,0.7697458008341149,1.0,0.8693892652423136
1.1878,0.8594594594594595,0.03482188845060843,1.0,0.7540420819490588,0.8582953408651346
0.09494326530612252,0.8081081081081081,0.04307399310948439,0.7514452214452214,1.0,0.8573732529112557
0.0742918367346939,0.7891891891891892,0.044900669529286875,0.7332943469785576,1.0,0.8454354200165429
1.1934991836734694,0.845945945945946,0.03783783783783784,1.0,0.7304540420819491,0.8423850659144778
0.06262132653061217,0.7702702702702703,0.05337410177873378,0.7167109993782608,1.0,0.8340896542596601
0.04101428571428571,0.7513513513513514,0.040630530752359215,0.6989050772550021,1.0,0.8222797166594488
1.196521224489796,0.827027027027027,0.030096023582864964,1.0,0.6976744186046512,0.8206340130334244
0.0371,0.7405405405405406,0.0508510478979102,0.69068609169754,1.0,0.8163309693899468
0.033,0.7189189189189189,0.0413434014615631,0.6723592264062603,1.0,0.8036220809036342
1.2051432653061225,0.8081081081081081,0.03243243243243242,1.0,0.664673311184939,0.7970135178032034
0.01814816326530612,0.6972972972972972,0.03265688100971504,0.6551806314726178,1.0,0.7913909989381688
0.0161,0.6837837837837838,0.03585540313897731,0.6453847481021395,1.0,0.7841680629416479
0.015304081632653059,0.6621621621621621,0.034186785515333856,0.6299442469295411,1.0,0.7726894874047988
1.219465306122449,0.7891891891891891,0.055783155244730515,1.0,0.6313399778516058,0.7691885154810475
0.0145,0.6513513513513514,0.036661243152028476,0.622633640868935,1.0,0.76712289797525
0.0137,0.6351351351351351,0.027027027027027018,0.6114201783847594,1.0,0.7586878744773482
1.2351193877551019,0.7702702702702703,0.053374101778733786,1.0,0.5985603543743079,0.7442497883475717
1.2523,0.7486486486486486,0.04570685006834532,1.0,0.5609080841638981,0.7150716973612612
1.2638628571428572,0.7351351351351353,0.03972145528837587,1.0,0.5373200442967885,0.6960910815939279
1.2719604081632654,0.7162162162162163,0.0427334818941673,1.0,0.5043189368770764,0.6669514075454464
1.2880530612244898,0.6972972972972972,0.03685995053239418,1.0,0.47120708748615725,0.6376326469638947
1.3473801020408163,0.681081081081081,0.032656881009715075,1.0,0.4429678848283499,0.6115242378026183
1.3552195918367347,0.6621621621621621,0.02261243314956959,1.0,0.410188261351052,0.5805156097328303
1.3631416326530612,0.6432432432432432,0.02356161591103067,1.0,0.37718715393134,0.5463159755966236
1.3772,0.6216216216216216,0.017093392757666883,1.0,0.33931339977851604,0.5056466538714531
1.3828,0.6027027027027028,0.021956860553070164,1.0,0.30653377630121814,0.46789191784295026
1.3953310204081633,0.5891891891891892,0.01081081081081084,1.0,0.28305647840531567,0.44099866590432624
1.409389387755102,0.5702702702702702,0.005405405405405394,1.0,0.24983388704318937,0.39952343952343955
1.417051836734694,0.5513513513513513,0.015759329445527843,1.0,0.21694352159468439,0.35569147833298775
1.4826457142857168,0.5324324324324324,0.01081081081081084,1.0,0.18383167220376523,0.30997586726998494
1.7468494897959186,0.5162162162162163,0.017927701569488644,1.0,0.15548172757475082,0.26752770673486787
1.8688,0.49459459459459454,0.02195686055307014,1.0,0.11771871539313401,0.20823692659302387
1.8984800000000002,0.47837837837837843,0.02506383377161,1.0,0.08947951273532669,0.16117945411562434
